ID,Student ID,Mathematics,Literature,Subject combination,Physics/History,Chemistry/Geography,Biology/Civic education,Foreign language,Foreign language code
2060,1002061,7.4,8.5,Society,7.25,7.25,9,8.6,N1
2061,1002062,7.6,7.75,Nature,7.75,5.25,6.5,7.2,N1
2062,1002063,8,8.75,Nature,6.5,7.25,6.25,6.4,N1
2063,1002064,8.4,8.25,Society,6.75,6.25,9,9.2,N1
2064,1002065,6.8,8.75,Society,5,6.25,7.5,6.6,N1
2065,1002066,7.2,8.25,Society,6.75,6.25,8,6.4,N1
2066,1002067,7.6,8.5,Society,7.75,6.25,10,7.8,N1
2067,1002068,5.2,5.5,Society,4.75,4.5,7.25,3.4,N1
2068,1002069,6.4,8.5,Society,4.75,7,8.25,4.8,N1
2069,1002070,5.8,8.25,Society,8.75,8.75,6.5,5.4,N1
2070,1002071,8.4,7,Nature,5.25,8,4.5,9,N1
2071,1002072,7.6,7.5,Society,5.25,5.75,7.75,7.6,N1
2072,1002073,9.4,7.5,Nature,8.5,5.25,4.5,9.2,N1
2073,1002074,8.8,7.75,Nature,7.75,8.25,6.75,7.6,N1
2074,1002075,9,8,Nature,8.75,9.25,8.5,9.4,N1
2075,1002076,6.6,8,Society,7.75,6.75,9.75,6.4,N1
2076,1002077,8.2,5.75,Nature,4.75,7.5,5.75,9.6,N1
2077,1002078,8.6,6.5,Nature,7,7.5,7.25,9,N1
2078,1002079,7.8,8.25,Society,5.25,4.5,7.75,8.2,N1
2079,1002080,8.4,6.25,Nature,8.75,5,4.5,9,N1
2080,1002081,7.6,6,Nature,7.75,5,5.5,7.4,N1
2081,1002082,7.8,8.5,Society,7,6.25,8.75,7.6,N1
2082,1002083,7.2,8.5,Society,6,6.25,9.25,9.8,N1
2083,1002084,7.4,8.25,Nature,5.75,7.5,6.25,8.4,N1
2084,1002085,8.2,7.75,Nature,3,8.75,6.75,7.2,N1
2085,1002086,8.6,7.25,Nature,8.25,5,4.5,8.8,N1
2086,1002087,6.6,7.5,Nature,7.25,7.5,6.25,7.8,N1
2087,1002088,8,7.5,Nature,7.25,5.75,5.75,8.4,N1
2088,1002089,7.2,6,Nature,5.5,7.5,6,8.8,N1
2089,1002090,7.4,8.25,Society,5,5,6.75,5.8,N1
2090,1002091,8.2,7,Nature,7.5,5.25,6,6.8,N1
2091,1002092,6.8,8.25,Society,9.25,5.25,7.25,7.8,N1
2092,1002093,8.6,8.75,Nature,8.75,6,7,9,N1
2093,1002094,7,8.75,Society,7.75,6.75,9,5.2,N1
2094,1002095,7,7.75,Society,5.5,5.75,8,4.4,N1
2095,1002096,7.6,7.25,Nature,7.25,8.25,5.5,5.2,N1
2096,1002097,6.2,6.75,Society,6,5.75,8.75,6.8,N6
2097,1002098,8.4,8.5,Society,8.25,7.75,9,8.2,N1
2098,1002099,6.6,8.5,Society,8,7.25,9,6,N1
2099,1002100,5.2,8.25,Society,8.25,7.5,9,9.6,N1
2100,1002101,7.4,7,Society,3.75,2.5,8.25,5.6,N1
2101,1002102,7.4,8.25,Society,5,6.75,7.25,4.8,N1
2102,1002103,8.4,8.75,Society,6.75,6.75,7.5,9.2,N1
2103,1002104,8.8,9.25,Society,5.75,6.75,9.25,8.8,N1
2104,1002105,7,9,Society,7.25,6.5,9.25,9,N1
2105,1002106,8.4,7.5,Nature,8.25,3,6,9.2,N1
2106,1002107,8,9,Society,8,7.75,8.75,9.8,N1
2107,1002108,6,9,Society,9.25,8.75,9,7.8,N1
2108,1002109,7.4,8.75,Society,7,6.5,8.25,9.2,N1
2109,1002110,7,7.5,Society,2.25,5.75,6.75,8,N1
2110,1002111,8.2,9,Society,7.5,7.5,9,9.6,N1
2111,1002112,6.8,7.5,Society,7,7.5,8.75,9.2,N1
2112,1002113,6.4,8.5,Society,5.75,6.25,7.75,8.2,N1
2113,1002114,7.2,8,Society,7.75,7,9,6.8,N1
2114,1002115,8.6,9,Society,6.5,7,8,8.8,N1
2115,1002116,6.6,8.25,Society,6,5.75,7.25,9,N1
2116,1002117,7,8,Society,7,5.75,7.25,7.8,N1
2117,1002118,7,8.25,Society,7.25,7,9,8.8,N1
2118,1002119,8,7.75,Society,6.25,4.25,7.5,7.4,N1
2119,1002120,8.6,8.75,Society,7.5,7.25,9,9.2,N1
2120,1002121,7,7.75,Society,5.75,6,9.5,5,N1
2121,1002122,7.2,7.75,Society,6,5.25,7,4.4,N5
2122,1002123,6,7.25,Society,6,6,7.75,7.4,N1
2123,1002124,6.6,8,Society,6.25,5.5,8.5,6,N1
2124,1002125,5.4,7,Society,4.25,4.25,6.75,7.2,N1
2125,1002126,8.4,8.5,Society,8.25,7,8.75,9.2,N1
2126,1002127,6.4,7.75,Society,7.5,6.25,9.25,5,N1
2127,1002128,7.2,8.5,Society,3.75,6.25,9.25,8.8,N1
2128,1002129,6.6,9.25,Society,3.75,5.5,6.75,5.2,N1
2129,1002130,4.2,5,Society,6.5,6,8.5,8.2,N1
2130,1002131,6.4,8.25,Society,4.75,5,7.5,7.8,N1
2131,1002132,6.6,5.25,Society,6.75,6.25,9.5,8,N1
2132,1002133,6.8,9.25,Society,7.75,7.25,8.5,9,N1
2133,1002134,8.4,8.5,Society,6.75,6.75,8.25,9.2,N1
2134,1002135,8.6,9,Society,7.25,6,7.5,9.2,N1
2135,1002136,8,8.5,Society,7.25,6.75,9,9.2,N1
2136,1002137,4.6,6.5,Society,5,6,8.5,6.2,N1
2137,1002138,8.4,8.75,Society,8.25,7.5,9.5,8.8,N1
2138,1002139,4.8,7.5,Society,5.75,6.75,8.5,6.4,N1
2139,1002140,7.2,8.25,Society,6.75,6,7,8.6,N1
2140,1002141,7.6,8.75,Society,7,7,8,9,N1
2141,1002142,7.8,8.75,Society,4.5,5.25,6.75,8,N1
2142,1002143,6.8,7.75,Society,5,6.75,8,7.2,N1
2143,1002144,6.6,5.75,Society,7.75,5.25,7.25,8.4,N1
2144,1002145,5.6,7.75,Society,5,4.75,7.5,3.8,N4
2145,1002146,8.2,8,Society,5.5,6.25,8.75,8.4,N1
2146,1002147,7.4,8,Society,6.5,6.5,8.25,10,N1
2147,1002148,6.4,8.5,Society,6.5,5.25,8.75,8.6,N1
2148,1002149,6.4,7,Society,7.5,8,9,6,N1
2149,1002150,6.2,8.5,Society,3.75,7.5,7.25,3.8,N1
2150,1002151,5.8,8.25,Society,5.75,5.25,7.75,8.6,N1
2151,1002152,6.4,8.75,Society,7,7.5,9.5,7,N1
2152,1002153,7.2,8,Society,8,8.5,9.5,6.2,N6
2153,1002154,6.8,7.75,Society,7,6.5,9.25,8.8,N1
2154,1002155,5.6,9,Society,8.25,7,9.5,9.2,N1
2155,1002156,5.2,6.75,Society,8.25,6.25,9.75,8.8,N1
2156,1002157,8,8.75,Society,7,6.5,9.25,8.2,N1
2157,1002158,8.2,8.25,Society,7.75,7.25,8.5,8.6,N1
2158,1002159,6.6,7.5,Society,5.5,6,6.75,9,N1
2160,1002161,4.8,8.75,Society,8,7,9,8,N1
2161,1002162,6.8,7.75,Society,7,5,8.5,8.6,N1
2162,1002163,7.8,8.5,Society,4.75,5.5,7.5,8.6,N1
2163,1002164,5.2,8,Society,7.5,6,8.75,3.4,N1
2164,1002165,8.4,9,Society,8.5,7.75,9.75,8.8,N1
2165,1002166,7.4,8.25,Society,5.5,6.5,8.25,8.2,N1
2166,1002167,7.8,7.25,Society,6.25,7.25,9.75,6.6,N1
2167,1002168,7,8.5,Society,9.25,6.5,9.5,9.2,N1
2168,1002169,3,5.75,Society,5,5.75,7,5.2,N1
2169,1002170,7.6,8.5,Society,6.75,5.25,7.75,7.4,N1
2170,1002171,7.2,7.25,Society,6.75,7.25,9.25,8.4,N1
2171,1002172,6.2,7.5,Society,6.25,6.75,9.25,7.2,N6
2172,1002173,4.6,5.5,Society,6.5,5.5,8.25,5.4,N1
2173,1002174,8.4,8.75,Nature,8.5,7.25,6.5,8.4,N1
2174,1002175,7.4,8.25,Nature,5.5,7.75,7.5,8.6,N1
2175,1002176,8.2,7.75,Nature,6.25,8,6.25,7.4,N1
2176,1002177,8.6,8.25,Nature,5.75,8.5,6.5,8.6,N1
2177,1002178,8.4,7.5,Nature,7.75,7.75,6.5,8.6,N1
2178,1002179,8.2,7.75,Nature,7.5,5.25,4.5,9.4,N1
2179,1002180,9.2,7.75,Nature,7.75,8.25,6.5,9.8,N1
2180,1002181,6.8,7.5,Society,5.75,6,8,6.6,N1
2181,1002182,9,9.25,Society,7.5,7,9.5,8.4,N1
2182,1002183,7,8.5,Society,5.75,6.5,9,8.4,N1
2183,1002184,6.8,8.75,Society,6,6,7.5,7.2,N1
2184,1002185,7.4,8.75,Society,4.75,5,7.25,8.4,N1
2185,1002186,8,9,Society,6.25,4,9,9.4,N1
2186,1002187,8,8.75,Society,5.25,7.75,9,8.8,N1
2187,1002188,8,9,Society,8,6,9,9.2,N1
2188,1002189,6.8,7.75,Society,7.5,7.5,9.75,9.4,N1
2189,1002190,8.2,9,Society,8.25,6.75,9.25,9.6,N1
2190,1002191,8.6,9.5,Society,5.75,6.5,9.75,9.6,N1
2191,1002192,5.8,8.75,Society,7.75,8,9.5,6.4,N1
2192,1002193,8.2,9,Society,6.25,6,8.5,9,N1
2193,1002194,7.4,8.75,Society,7,6.75,9.25,8.4,N1
2194,1002195,8,8.25,Society,7,6.25,9.75,9.6,N1
2195,1002196,7.6,9,Society,6.75,6,9,8.4,N1
2196,1002197,7.6,9,Society,4.5,6.75,9,8.6,N1
2198,1002199,7.6,9.25,Society,7.25,7,8.25,8.8,N1
2199,1002200,7.2,9,Society,4.5,6.25,9,8.4,N1
2200,1002201,7.8,9.25,Society,6.5,6,9.75,9.2,N1
2201,1002202,7.6,8.75,Society,5,7.75,8.75,9.2,N1
2202,1002203,8.6,8.5,Society,6.75,6.25,8.5,8.8,N1
2203,1002204,8.4,8.25,Society,8.75,6.75,9.5,9,N1
2204,1002205,7,8,Society,5,6.5,8.75,5.4,N1
2205,1002206,8.6,9,Society,8,6.5,9.75,8.2,N1
2206,1002207,7.6,9.5,Society,5.5,5.5,9,8,N1
2207,1002208,6.4,7.5,Society,7,5.5,6.75,8,N1
2208,1002209,7.6,8.25,Society,3.5,6,7.25,5,N1
2209,1002210,7.4,9,Society,6.25,6.5,7.25,8.8,N1
2210,1002211,8,8.75,Society,5.5,5.75,8.25,8.8,N1
2211,1002212,7.8,8.75,Society,7,5.5,9,9,N1
2212,1002213,8.4,8.5,Society,9.5,8,9.25,9,N1
2213,1002214,8.4,9,Society,7.75,8.25,9.5,8.6,N1
2214,1002215,8.4,8.75,Society,7.75,8.25,8.5,7.6,N1
2215,1002216,7.6,8,Society,8,7.5,9.25,9,N1
2216,1002217,7.8,8.75,Society,8.75,8.75,9.75,9,N1
2217,1002218,6.6,7.5,Society,7,6.75,8.5,7.4,N1
2218,1002219,4.8,6.75,Society,5.5,5,7.75,4,N1
2219,1002220,8.2,8.5,Society,6,5.75,6.5,8.6,N1
2220,1002221,5.4,7,Society,7.75,7.25,8.75,7.8,N1
2221,1002222,6.8,7.5,Society,5.25,5.75,8.25,7,N1
2222,1002223,4,8.25,Society,4.75,5,7.25,3.8,N1
2223,1002224,4.4,8,Society,6.75,7,8.5,4.4,N1
2224,1002225,4.6,7.25,Society,6.25,6.75,9.75,9,N1
2225,1002226,7.2,8.75,Society,6.5,5.5,8.5,8.4,N1
2226,1002227,5.8,7.5,Society,5,6,7.75,6.4,N1
2227,1002228,8,8.25,Society,4.75,8,9,7.2,N1
2228,1002229,7.4,8.25,Society,7.75,8.25,8.5,8.8,N1
2229,1002230,6,7,Society,7.5,7.25,9.5,5.2,N1
2230,1002231,5,8,Society,5,3.75,7.75,7.6,N1
2231,1002232,7.4,7.25,Society,6.25,7,9.75,8.4,N1
2232,1002233,6.8,8,Society,5.75,6.75,8,8.2,N1
2233,1002234,7.6,7.25,Society,7.5,7,9.25,7,N1
2234,1002235,8.6,8.25,Society,7.5,7.25,8.75,8.4,N1
2235,1002236,7.4,8.5,Society,7,6.25,8,8.6,N1
2236,1002237,6.6,8,Society,6.25,7.5,9.5,8.4,N1
2237,1002238,8.4,8.75,Society,5.75,6,7.5,8.4,N1
2238,1002239,6.2,4.5,Society,5,5.5,7.5,5.2,N1
2239,1002240,5,7.75,Society,6,6,8.5,7.6,N1
2240,1002241,8.4,7.25,Society,5.75,6.25,8.25,9,N1
2241,1002242,8,8.75,Society,8.25,7,9,8.4,N1
2242,1002243,7.6,9,Society,8,6.5,8.25,8.6,N1
2243,1002244,6.8,8.75,Society,7.25,6,8.75,9.4,N1
2244,1002245,7.6,8.75,Society,7.25,7.25,9,9.6,N1
2245,1002246,8.6,8.75,Society,8.5,7.75,10,9.2,N1
2246,1002247,8.2,8.5,Society,5.5,8.75,9.25,8.6,N1
2247,1002248,8.2,8.25,Society,8,7.5,9.5,8.8,N1
2248,1002249,6.2,8.25,Society,7.25,6.75,8.5,9.4,N1
2249,1002250,6,8.25,Society,9,9,9.5,7.2,N1
2250,1002251,7,8.5,Society,9.5,8.25,7.75,7,N1
2251,1002252,6.4,8.5,Society,4.5,5.75,8,5.8,N1
2252,1002253,8.8,8.25,Society,6.75,6.75,7.75,7.8,N1
2253,1002254,7.8,8.25,Society,4.25,6.5,8.5,8.4,N1
2254,1002255,5.6,8.5,Society,6,7,9.5,8.4,N1
2255,1002256,8,8.5,Society,4.5,7.5,7.75,8.8,N1
2256,1002257,7.8,8.25,Society,5,5.75,8.75,6.8,N1
2257,1002258,6.6,8.5,Society,5.75,7,8.5,9.2,N1
2258,1002259,7.4,8.5,Society,8.75,7.5,10,8.4,N1
2259,1002260,7.2,8,Society,5,5.75,9,8.8,N1
2260,1002261,7.6,8.75,Society,6.25,5.75,7.75,6.2,N1
2261,1002262,7.6,8.5,Society,8.75,8.5,9.75,9.4,N1
2262,1002263,7.4,8,Society,5.25,5.25,7.75,9.4,N1
2263,1002264,7.4,8.75,Society,8.25,6.75,8.25,8.8,N1
2264,1002265,8.4,9,Society,5.25,5.5,8.75,8.6,N1
2265,1002266,8,8.25,Society,7.75,7.25,8.5,9.4,N1
2266,1002267,7.6,8.5,Society,6.25,5.75,9.25,8.4,N1
2267,1002268,7.2,8.75,Society,5.75,6.75,9.25,8.2,N1
2268,1002269,7.6,9,Society,9,6.25,9.75,8.4,N1
2269,1002270,7.2,8.25,Society,9,8,9.25,9.4,N1
2270,1002271,7.6,8.75,Society,6.25,6.25,8,8.6,N1
2271,1002272,6.2,7.25,Society,4.5,5.75,6.5,8.6,N1
2272,1002273,8,7.75,Society,4.25,5.5,8.75,6.4,N1
2273,1002274,6.8,7.5,Society,7,7.25,9,8.2,N1
2274,1002275,8.2,9,Society,6,5.5,7.5,9,N1
2275,1002276,6.4,7.5,Society,5.5,5,7.5,6.8,N1
2276,1002277,6.2,7.5,Society,6,6,7.75,7.6,N1
2277,1002278,6.4,8.75,Society,7,5,9,7.2,N1
2278,1002279,7.6,8.25,Society,6.5,5.75,7.75,8.4,N1
2279,1002280,7.6,8.75,Society,8.5,7,8.5,8.6,N1
2280,1002281,7.2,8.25,Society,5,5.5,9,7.4,N1
2281,1002282,8.4,8.5,Society,4.75,5.75,8.25,6.2,N1
2282,1002283,4.2,9,Society,7,7.25,8.5,6.6,N1
2283,1002284,7.6,9,Society,5.25,5,9,9,N1
2284,1002285,5,5,Society,5,4.5,7,7.8,N1
2285,1002286,5.6,7.25,Society,5.75,6.25,8.25,4,N1
2286,1002287,7,7,Society,5.25,5.75,8.5,6.8,N1
2287,1002288,7.6,8,Society,5.75,5.25,9.25,9.4,N1
2288,1002289,7.2,6,Society,7.5,7,8.25,8.6,N1
2289,1002290,8,9.5,Society,5.75,7.25,9,8.8,N1
2290,1002291,7.6,9,Society,8.25,7.25,9.25,8.6,N1
2291,1002292,8,8.25,Society,5.75,8.25,8.5,6.6,N1
2292,1002293,8.2,8.5,Society,8.5,6.25,8.75,8,N1
2293,1002294,7,9,Society,6.5,7.5,9.5,8.2,N1
2294,1002295,4.2,8.75,Society,5.75,6.25,8.5,5.2,N1
2295,1002296,7.2,8.25,Society,4.25,5.5,7.25,6.4,N1
2296,1002297,3.8,7.5,Society,5.25,5,7.5,4.2,N1
2297,1002298,8,8.75,Society,6.5,6.5,8.25,7.6,N1
2298,1002299,7.8,9,Society,6.75,6.25,9.25,8.6,N1
2299,1002300,6.2,8.25,Society,5.25,5.75,7.75,4.8,N1
2300,1002301,6.6,8.5,Society,5.25,5.5,9.5,8.6,N1
2301,1002302,7.2,7.75,Society,6.75,5,8.75,6.4,N1
2302,1002303,8.4,7,Society,6,6.25,8.75,9,N1
2304,1002305,7.2,9.25,Society,6.5,7.5,8.5,7.6,N1
2305,1002306,7.6,8.5,Society,7,7.25,9,8.4,N1
2306,1002307,7.6,8,Society,7.75,7,9,9.2,N1
2307,1002308,6.6,9,Society,8.25,6.5,8.75,7.8,N1
2308,1002309,6.4,7.25,Nature,5,6.25,6,6.2,N7
2309,1002310,2.6,7.75,Society,8.5,6.25,10,8.8,N6
2310,1002311,5.6,6,Society,4.75,6.75,9.75,5.6,N7
2311,1002312,7.8,9,Society,6.75,6.25,8,8.4,N4
2312,1002313,8,6,Nature,5,8.75,7,9.2,N1
2313,1002314,8.2,8.75,Nature,6.5,8.25,8,9,N1
2314,1002315,7,7.5,Nature,7.25,7.25,5.5,7.2,N1
2315,1002316,7.8,6.25,Nature,5.75,8,5.25,5.8,N1
2316,1002317,8,6.75,Nature,8.5,5.75,5.25,8.8,N1
2317,1002318,8.6,6.75,Nature,7.25,8.25,5.75,7.6,N1
2318,1002319,7.8,6.5,Nature,7.25,5,5.75,8.8,N1
2319,1002320,8.2,6.25,Nature,7.75,5.5,4.5,7.8,N1
2320,1002321,8.8,7.25,Nature,8.5,5.25,7.5,8.6,N1
2321,1002322,8.2,9.25,Society,9,8.25,9.75,6.6,N5
2322,1002323,9.2,8,Nature,9,7.25,6.75,8.6,N1
2323,1002324,7.6,7,Nature,4.5,5.5,6.25,9,N1
2324,1002325,7.2,8.75,Nature,5.25,7.25,7.25,7.2,N1
2325,1002326,7.8,7.5,Nature,7,4.75,6.5,4.2,N1
2326,1002327,8.6,6.75,Nature,7,7.75,6,9.2,N1
2327,1002328,7,7.5,Nature,6.25,3.25,5.25,8.2,N1
2328,1002329,8.4,7.75,Nature,8.5,8,7.75,8.6,N1
2329,1002330,8.2,6.75,Nature,7.5,4.5,4.75,9,N1
2330,1002331,8,8.5,Nature,7.5,4.75,6,8.8,N1
2331,1002332,6.6,8.25,Nature,3.25,7.5,7.25,7.6,N1
2332,1002333,7.4,4.75,Nature,5.75,3.5,6.5,7.8,N1
2333,1002334,7.6,5.25,Nature,8.75,6.75,5.5,8.6,N1
2334,1002335,7.6,6.5,Nature,8.25,4.75,5,8.2,N1
2335,1002336,8.2,6.75,Nature,7.5,5.25,5.5,8,N1
2336,1002337,7.4,7,Nature,7.5,3,5,7,N1
2337,1002338,8.2,6,Nature,8.75,4.75,6.25,8.4,N1
2338,1002339,7.8,6,Nature,6.75,4,6,9.6,N1
2339,1002340,8.4,6,Nature,7.25,8,6,8.6,N1
2340,1002341,8.4,6.25,Nature,6.75,8.25,7.5,7.4,N1
2341,1002342,9.4,4.75,Nature,8,8.5,4.5,8.8,N1
2342,1002343,6.2,7.5,Society,6.5,8,7.5,,
2343,1002344,7.4,6,Nature,8,5,5.75,8.2,N1
2344,1002345,8.4,6,Nature,7.25,6.75,7.25,9,N1
2345,1002346,8.6,8.25,Nature,9.25,5.5,6,9.4,N1
2346,1002347,8.8,8.5,Nature,8.75,7.5,8.25,9.2,N1
2347,1002348,7.2,8.75,Nature,4.75,7.25,5.75,8,N1
2348,1002349,8,5.25,Nature,7.75,8.5,5.25,7.2,N1
2349,1002350,8,7.25,Nature,7.75,2.5,4.25,8.2,N1
2350,1002351,7.8,7.75,Nature,8.5,5.5,5.75,8.2,N1
2351,1002352,7.4,7.25,Nature,6,4.5,6.75,8.4,N1
2352,1002353,7.2,7.25,Nature,4.5,8,6.75,8,N1
2353,1002354,8.2,7.25,Nature,8.5,6.75,6.5,8.4,N1
2354,1002355,8,7.75,Nature,8.5,6.25,6.5,8.8,N1
2355,1002356,6.8,7.75,Society,5.75,7.25,7,,
2356,1002357,6.6,5.5,Nature,7.5,6.25,5.25,8,N1
2357,1002358,8,7.5,Nature,6.5,8.75,7,6.6,N1
2358,1002359,8,6.5,Nature,8.5,4.75,5.75,8.6,N1
2359,1002360,9,7.75,Nature,8.75,5.75,5.75,8.6,N1
2360,1002361,7.6,8,Nature,7,6.5,6.75,,
2361,1002362,8.6,4.75,Nature,5,8,7,8.8,N1
2362,1002363,8.2,6.75,Nature,5.5,3,7.25,7.8,N1
2363,1002364,7.6,7.25,Nature,7.5,6.75,7.25,8,N1
2364,1002365,7.6,4,Nature,8.75,3.5,5,7.4,N1
2365,1002366,8.4,4.5,Nature,7.75,4.75,6.5,6.6,N1
2366,1002367,6,6.5,Nature,7.5,6,6.75,6.8,N1
2367,1002368,8,8.5,Society,6,6.75,9.75,,
2368,1002369,7.2,7.25,Nature,4.5,7.75,3.5,3.4,N1
2369,1002370,7.2,7.5,Nature,6.25,6.5,6.5,9,N1
2370,1002371,8.4,7.25,Nature,8.25,6,6.25,9.4,N1
2371,1002372,7.6,7.5,Nature,5,4.25,4,8.8,N1
2372,1002373,7.6,8,Nature,5.25,8,8.25,7.2,N1
2373,1002374,7,5.75,Nature,6.5,7.25,5,7,N1
2374,1002375,8,7,Nature,8,6.5,7,9.4,N1
2375,1002376,8,6.75,Nature,6.75,4,4.75,9,N1
2376,1002377,8,6,Nature,7.25,3.75,6.75,8.6,N1
2377,1002378,8.6,7.5,Nature,7.25,5.5,7.5,7.8,N1
2378,1002379,8.2,7.25,Nature,7,5.75,6.5,9.2,N1
2379,1002380,8.2,9,Nature,6.25,6.75,6.75,8.8,N1
2380,1002381,5.8,7.5,Society,4.75,5.25,8,7.4,N1
2381,1002382,8,8.5,Society,6,7.25,8.75,8.8,N1
2382,1002383,5,7,Society,4,4,8.5,3.8,N1
2383,1002384,6.6,8,Nature,6.5,4.5,4.25,8.8,N1
2384,1002385,7.8,9.25,Society,8,7.75,8.75,9,N1
2385,1002386,7.8,8.75,Society,6.25,6,8.75,8.2,N1
2386,1002387,8.4,7.5,Nature,8.5,6,6.75,,
2387,1002388,6.4,7,Society,4,4,7.75,3.2,N1
2388,1002389,8,8.25,Society,7.5,6.75,9.5,8.8,N1
2389,1002390,7.6,8.75,Society,9.5,8.25,9.25,7,N1
2390,1002391,7.2,8.75,Society,6,6.25,8.5,8.6,N1
2391,1002392,8.4,8,Society,6.25,8,8.75,8,N1
2392,1002393,6,7.5,Nature,4.25,4.75,4.75,7.6,N1
2393,1002394,7.6,8.25,Society,7.5,6.25,8.5,8.8,N1
2394,1002395,8.2,7.5,Nature,8,7.75,6,8,N1
2395,1002396,7.4,9.25,Society,9,6.25,9.5,9.2,N1
2396,1002397,7,6.75,Society,6.25,5.5,8.75,7.6,N1
2397,1002398,7.8,6.25,Society,6.75,4.5,7,,
2398,1002399,8.6,8,Nature,8,7,6.75,,
2399,1002400,5.8,8.75,Society,6.25,6.5,8.75,,
2400,1002401,6.6,8,Society,5.75,5.25,6.75,6.6,N7
2401,1002402,8,7.5,Nature,5,8,5.75,8.4,N1
2402,1002403,7.4,6,Nature,6.75,5.25,6.75,9,N1
2403,1002404,7.8,7,Nature,5,8,8,8,N1
2404,1002405,8.2,8.75,Nature,5.75,3.25,5.5,8.4,N1
2405,1002406,8.2,7.25,Nature,8.75,5.5,5.25,7.4,N1
2406,1002407,7.2,8.5,Nature,6.25,5,7.75,6.8,N1
2407,1002408,7.8,5,Nature,8,4.5,6.5,7.8,N1
2408,1002409,7.6,6.25,Nature,6.75,6.75,7,8.4,N1
2409,1002410,8,6.25,Nature,5.25,7.25,5.75,6.6,N1
2410,1002411,8.6,5,Nature,3.25,6.75,7,5.4,N1
2411,1002412,7,6.25,Nature,7.75,4,5.5,7.8,N1
2412,1002413,7.6,7.75,Nature,6.5,5,4.75,8.4,N1
2413,1002414,7.2,7.75,Nature,7,5.5,8,8.4,N1
2414,1002415,6.6,6,Nature,5.25,4,6.5,6.6,N1
2415,1002416,8.4,7.25,Nature,8,5.5,7.75,7.6,N1
2416,1002417,8,7.75,Nature,5,9.75,9.75,7.8,N1
2417,1002418,7.8,7.75,Nature,2.5,6,5.75,8.6,N1
2418,1002419,8.4,7.25,Nature,8,6.5,7.5,8.8,N1
2419,1002420,7.2,6.25,Nature,6,6.5,4.5,6.8,N1
2420,1002421,7.4,6,Nature,7.5,4.75,4.5,6.8,N1
2421,1002422,7.6,7.5,Nature,4,7.25,7.25,5.2,N1
2422,1002423,7.4,7.5,Nature,5.25,6,3.5,6.4,N1
2423,1002424,8,8.25,Nature,7,5,6.75,8.2,N1
2424,1002425,8.6,7.75,Nature,8,8.75,4.25,7,N1
2425,1002426,7.4,7.5,Nature,6.5,2.75,4.25,7.8,N1
2426,1002427,8,7,Nature,6,7.5,5.5,8.4,N1
2427,1002428,7.8,6,Nature,6.5,6.5,6.5,8.4,N1
2428,1002429,7.6,7.25,Nature,3.5,7,6.25,7.8,N1
2429,1002430,8.8,7.5,Nature,6.5,7.75,6.5,9.4,N1
2430,1002431,7,7.25,Nature,5,7,7.5,8.4,N1
2431,1002432,6,8.5,Nature,6.5,4.25,5,4.4,N1
2432,1002433,8.6,8.75,Nature,8,9,8.75,7.4,N1
2433,1002434,8,8.5,Nature,8,6.75,6.75,9.2,N1
2434,1002435,7.6,7.5,Nature,5.75,4,5.5,8.6,N1
2436,1002437,8.2,6,Nature,7.25,7,4.75,8.2,N1
2437,1002438,8.2,7.25,Nature,8.5,6,7,9.6,N1
2438,1002439,9,6,Nature,8.25,6.5,5.25,9.4,N1
2439,1002440,8.4,8.75,Nature,7.75,5,5.25,8.4,N1
2440,1002441,6,6.5,Nature,2.5,4.25,4.75,,
2441,1002442,8.2,6,Nature,7.5,4.5,5.5,9.6,N1
2442,1002443,8.6,7.5,Nature,8.25,7.5,6.75,8.4,N1
2443,1002444,6.8,6.75,Nature,5,4,5,6.4,N1
2444,1002445,8.4,6.25,Nature,8.5,7.5,3.25,6,N1
2445,1002446,7.4,6.5,Society,6,5.75,9.25,6.8,N6
2446,1002447,8.8,6.75,Nature,8.25,8,8,9.6,N1
2447,1002448,4.4,8,Society,6.5,5,9,9.4,N1
2448,1002449,8.2,8.25,Nature,8.5,7.75,5.25,7.4,N1
2449,1002450,7.8,7.75,Society,6.75,7.25,9.25,8.2,N1
2450,1002451,7.8,8.75,Society,7,6.75,9.75,9.4,N1
2451,1002452,7.4,7.5,Society,3.25,5.25,6.25,7.8,N1
2452,1002453,6.8,8.5,Society,5,4.5,8,8,N1
2453,1002454,7.4,7,Nature,7.25,5.5,4.75,8.4,N1
2454,1002455,7.2,8.5,Nature,5.75,6.75,7,8.2,N1
2455,1002456,7.6,7.5,Nature,7.5,7.5,4.75,8.4,N1
2456,1002457,8.2,8,Society,6.75,7,7.25,8.6,N1
2457,1002458,7.4,7.75,Nature,6,6.25,6.75,6.6,N1
2458,1002459,7,9.25,Society,5.5,6.25,8,8.2,N1
2459,1002460,7.2,8.75,Society,6.5,6.25,9,7.6,N1
2460,1002461,7.2,8,Society,6.25,6.75,9.5,9.4,N1
2461,1002462,7.2,8.25,Society,7.75,6.5,8.5,8.4,N1
2462,1002463,8.2,9,Nature,7.25,8.25,7,8,N1
2463,1002464,7.8,8,Nature,6.5,9,7.75,8.4,N1
2464,1002465,8.2,8.25,Society,6.75,6.5,9,8.6,N1
2465,1002466,7.8,8,Nature,8.5,3.75,5.5,7,N1
2466,1002467,8.6,7,Nature,9.25,7.25,7.75,9.4,N1
